Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Using deep learning for short text understanding","Journal of Big Data","","4","1","10.1186/s40537-017-0095-2","Justin ZhanBinay Dahal","2017","http://link.springer.com/article/10.1186/s40537-017-0095-2","Article"
"Research topics and trends of the hashtag recommendation domain","Scientometrics","","126","4","10.1007/s11192-021-03874-6","Babak AmiriRamin KarimianghadimNavid YazdanjueLiaquat Hossain","2021","http://link.springer.com/article/10.1007/s11192-021-03874-6","Article"
"Collaborative Thompson Sampling","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-12981-1_2","Zhenyu ZhuLiusheng HuangHongli Xu","2019","http://link.springer.com/chapter/10.1007/978-3-030-12981-1_2","Chapter"
"Can Machine Learning Techniques Provide Better Learning Support for Elderly People?","Distributed, Ambient and Pervasive Interactions: Technologies and Contexts","","","","10.1007/978-3-319-91131-1_14","Kohei Hatano","2018","http://link.springer.com/chapter/10.1007/978-3-319-91131-1_14","Chapter"
"Topic specific emotion detection for retweet prediction","International Journal of Machine Learning and Cybernetics","","10","8","10.1007/s13042-018-0798-5","Syeda Nadia FirdausChen DingAlireza Sadeghian","2019","http://link.springer.com/article/10.1007/s13042-018-0798-5","Article"
"MoSa: A Modeling and Sentiment Analysis System for Mobile Application Big Data","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-030-05054-2_44","Yaocheng ZhangWei RenTianqing ZhuWei Bi","2018","http://link.springer.com/chapter/10.1007/978-3-030-05054-2_44","Chapter"
"Collaborative Thompson Sampling","Mobile Networks and Applications","","25","4","10.1007/s11036-019-01453-x","Zhenyu ZhuLiusheng HuangHongli Xu","2020","http://link.springer.com/article/10.1007/s11036-019-01453-x","Article"
"Ad Click-Through Rate Prediction: A Survey","Database Systems for Advanced Applications. DASFAA 2021 International Workshops","","","","10.1007/978-3-030-73216-5_10","Liqiong Gu","2021","http://link.springer.com/chapter/10.1007/978-3-030-73216-5_10","Chapter"
"Special issue on de-personalisation, diversification, filter bubbles and search","Information Retrieval Journal","","22","5","10.1007/s10791-019-09365-w","Ralf BierigSimon Caton","2019","http://link.springer.com/article/10.1007/s10791-019-09365-w","Article"
"Organizing Financial Opinions","From Opinion Mining to Financial Argument Mining","","","","10.1007/978-981-16-2881-8_4","Chung-Chi ChenHen-Hsen HuangHsin-Hsi Chen","2021","http://link.springer.com/chapter/10.1007/978-981-16-2881-8_4","Chapter"
"Leveraging the Semantics of Tweets for Adaptive Faceted Search on Twitter","The Semantic Web – ISWC 2011","","","","10.1007/978-3-642-25073-6_1","Fabian AbelIlknur CelikGeert-Jan HoubenPatrick Siehndel","2011","http://link.springer.com/chapter/10.1007/978-3-642-25073-6_1","Chapter"
"Towards New Privacy Regulations in Europe: Users’ Privacy Perception in Recommender Systems","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-05345-1_27","Itishree MohallickKatrien De MoorÖzlem ÖzgöbekJon Atle Gulla","2018","http://link.springer.com/chapter/10.1007/978-3-030-05345-1_27","Chapter"
"Enhancing Collaborative Filtering Using Semantic Relations in Data","Computational Collective Intelligence. Technologies and Applications","","","","10.1007/978-3-319-11289-3_66","Manuel PozoRaja ChikyZakia Kazi-Aoul","2014","http://link.springer.com/chapter/10.1007/978-3-319-11289-3_66","Chapter"
"How Users Select Query Suggestions Under Different Satisfaction States?","Information Retrieval","","","","10.1007/978-3-319-68699-8_8","Zhenguo ShangJingfei LiPeng ZhangDawei SongBenyou Wang","2017","http://link.springer.com/chapter/10.1007/978-3-319-68699-8_8","Chapter"
"Neighborhood-Based Collaborative Filtering","Recommender Systems","","","","10.1007/978-3-319-29659-3_2","Charu C. Aggarwal","2016","http://link.springer.com/chapter/10.1007/978-3-319-29659-3_2","Chapter"
"Expert2Vec: Distributed Expert Representation Learning in Question Answering Community","Advanced Data Mining and Applications","","","","10.1007/978-3-030-35231-8_21","Xiaocong ChenChaoran HuangXiang ZhangXianzhi WangWei LiuLina Yao","2019","http://link.springer.com/chapter/10.1007/978-3-030-35231-8_21","Chapter"
"Neural multi-task collaborative filtering","Evolutionary Intelligence","","","","10.1007/s12065-020-00409-5","SuHua WangMingJun ChengZhiQiang MaXiaoXin Sun","2020","http://link.springer.com/article/10.1007/s12065-020-00409-5","Article"
"Toward a web-based multi-criteria decision support system for the layered evaluation of interactive adaptive systems","Universal Access in the Information Society","","","","10.1007/s10209-021-00850-y","Amira DhouibChristophe KolskiMahmoud Neji","2021","http://link.springer.com/article/10.1007/s10209-021-00850-y","Article"
"Data Mining and Big Data Computing Platform for the Professional Identity","2021 International Conference on Applications and Techniques in Cyber Intelligence","","","","10.1007/978-3-030-79200-8_144","Jingjing Gao","2021","http://link.springer.com/chapter/10.1007/978-3-030-79200-8_144","Chapter"
"Smart CDSS: integration of Social Media and Interaction Engine (SMIE) in healthcare for chronic disease patients","Multimedia Tools and Applications","","74","14","10.1007/s11042-013-1668-5","Iram FatimaSajal HalderMuhammad Aamir SaleemRabia BatoolMuhammad FahimYoung-Koo LeeSungyoung Lee","2015","http://link.springer.com/article/10.1007/s11042-013-1668-5","Article"
"A Comparative Study of Users’ Microblogging Behavior on Sina Weibo and Twitter","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-642-31454-4_8","Qi GaoFabian AbelGeert-Jan HoubenYong Yu","2012","http://link.springer.com/chapter/10.1007/978-3-642-31454-4_8","Chapter"
"Semantic Entity Detection by Integrating CRF and SVM","Web-Age Information Management","","","","10.1007/978-3-642-14246-8_47","Peng CaiHangzai LuoAoying Zhou","2010","http://link.springer.com/chapter/10.1007/978-3-642-14246-8_47","Chapter"
"DECiSION: Data-drivEn Customer Service InnovatiON","Computational Science and Its Applications – ICCSA 2020","","","","10.1007/978-3-030-58811-3_7","Dario EspositoMarco PolignanoPierpaolo BasileMarco de GemmisDavide PrimiceriStefano LisiMauro CasaburiGiorgio BasileMatteo MennittiValentina CarellaVito Manzari","2020","http://link.springer.com/chapter/10.1007/978-3-030-58811-3_7","Chapter"
"Embed2Detect: temporally clustered embedded words for event detection in social media","Machine Learning","","111","1","10.1007/s10994-021-05988-7","Hansi HettiarachchiMariam Adedoyin-OloweJagdev BhogalMohamed Medhat Gaber","2022","http://link.springer.com/article/10.1007/s10994-021-05988-7","Article"
"Democracy Hacked, Part 2","Data versus Democracy","","","","10.1007/978-1-4842-4540-8_6","Kris Shaffer","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4540-8_6","Chapter"
"A Rule-Based Scheme to Make Personal Digests from Video Program Meta Data","Database and Expert Systems Applications","","","","10.1007/3-540-44759-8_25","Takako HashimotoYukari ShirotaAtsushi IizawaHiroyuki Kitagawa","2001","http://link.springer.com/chapter/10.1007/3-540-44759-8_25","Chapter"
"Reviewing Atwood in Canada and the United States: From (Inter)Nationalism to Transnationalism","Comparative North American Studies","","","","10.1057/9781137559654_6","Reingard M. Nischik","2016","http://link.springer.com/chapter/10.1057/9781137559654_6","Chapter"
"Burst the Filter Bubble: Using Semantic Web to Enable Serendipity","The Semantic Web – ISWC 2012","","","","10.1007/978-3-642-35173-0_28","Valentina Maccatrozzo","2012","http://link.springer.com/chapter/10.1007/978-3-642-35173-0_28","Chapter"
"Bridging memory-based collaborative filtering and text retrieval","Information Retrieval","","16","6","10.1007/s10791-012-9214-z","Alejandro BellogínJun WangPablo Castells","2013","http://link.springer.com/article/10.1007/s10791-012-9214-z","Article"
"Patient and caregiver perceptions of communication of prognosis in high grade glioma","Journal of Neuro-Oncology","","104","1","10.1007/s11060-010-0495-z","E. A. LobbG. K. B. HalkettA. K. Nowak","2011","http://link.springer.com/article/10.1007/s11060-010-0495-z","Article"
"Ensuring Relevant and Serendipitous Information Flow in Decentralized Online Social Network","Artificial Intelligence: Methodology, Systems, and Applications","","","","10.1007/978-3-642-33185-5_9","Udeep TandukarJulita Vassileva","2012","http://link.springer.com/chapter/10.1007/978-3-642-33185-5_9","Chapter"
"GOWSeqStream: an integrated sequential embedding and graph-of-words for short text stream clustering","Neural Computing and Applications","","34","6","10.1007/s00521-021-06563-w","Tham Vo","2022","http://link.springer.com/article/10.1007/s00521-021-06563-w","Article"
"Social Issue Gives You an Opportunity: Discovering the Personalised Relevance of Social Issues","Knowledge Management and Acquisition for Intelligent Systems","","","","10.1007/978-3-642-32541-0_24","Soyeon Caren HanHyunsuk Chung","2012","http://link.springer.com/chapter/10.1007/978-3-642-32541-0_24","Chapter"
"A Hybrid Approach for Credibility Detection in Twitter","Hybrid Artificial Intelligence Systems","","","","10.1007/978-3-319-07617-1_45","Alper GünPınar Karagöz","2014","http://link.springer.com/chapter/10.1007/978-3-319-07617-1_45","Chapter"
"Learning to Find Comparable Entities on the Web","Web Information Systems Engineering - WISE 2012","","","","10.1007/978-3-642-35063-4_2","Xiaojiang HuangXiaojun WanJianguo Xiao","2012","http://link.springer.com/chapter/10.1007/978-3-642-35063-4_2","Chapter"
"Collaborative Filtering by Analyzing Dynamic User Interests Modeled by Taxonomy","The Semantic Web – ISWC 2012","","","","10.1007/978-3-642-35176-1_23","Makoto NakatsujiYasuhiro FujiwaraToshio UchiyamaHiroyuki Toda","2012","http://link.springer.com/chapter/10.1007/978-3-642-35176-1_23","Chapter"
"A Graph-Based Push Service Platform","Database Systems for Advanced Applications","","","","10.1007/978-3-319-55699-4_40","Huifeng GuoRuiming TangYunming YeZhenguo LiXiuqiang He","2017","http://link.springer.com/chapter/10.1007/978-3-319-55699-4_40","Chapter"
"Query Answering in the Semantic Social Web: An Argumentation-Based Approach","Encyclopedia of Social Network Analysis and Mining","","","","10.1007/978-1-4939-7131-2_377","Maria Vanina MartinezSebastian Gottifredi","2018","http://link.springer.com/referenceworkentry/10.1007/978-1-4939-7131-2_377","ReferenceWorkEntry"
"Query Answering in the Semantic Social Web: An Argumentation-Based Approach","Encyclopedia of Social Network Analysis and Mining","","","","10.1007/978-1-4614-7163-9_377-1","Maria Vanina MartinezSebastian Gottifredi","2017","http://link.springer.com/referenceworkentry/10.1007/978-1-4614-7163-9_377-1","ReferenceWorkEntry"
"An Intelligent Learning System to Assist the Medical English Teaching","Application of Intelligent Systems in Multi-modal Information Analytics","","","","10.1007/978-3-030-15740-1_12","Xi Luo","2019","http://link.springer.com/chapter/10.1007/978-3-030-15740-1_12","Chapter"
"The State-of-the-Art of Heterogeneous Graph Representation","Heterogeneous Graph Representation Learning and Applications","","","","10.1007/978-981-16-6166-2_2","Chuan ShiXiao WangPhilip S. Yu","2022","http://link.springer.com/chapter/10.1007/978-981-16-6166-2_2","Chapter"
"Editorial for automated media analysis and production for novel TV services","Multimedia Tools and Applications","","63","2","10.1007/s11042-012-1083-3","Gerald FriedlandAlberto MessinaRobbie De SutterMasanori Sano","2013","http://link.springer.com/article/10.1007/s11042-012-1083-3","Article"
"Automatisierung, Algorithmen, Accountability","Maschinenethik","","","","10.1007/978-3-658-21083-0_3","Florian Saurwein","2019","http://link.springer.com/chapter/10.1007/978-3-658-21083-0_3","Chapter"
"Myrror: a platform for holistic user modeling","User Modeling and User-Adapted Interaction","","30","3","10.1007/s11257-020-09272-6","Cataldo MustoMarco PolignanoGiovanni SemeraroMarco de GemmisPasquale Lops","2020","http://link.springer.com/article/10.1007/s11257-020-09272-6","Article"
"Media Evolution from the Perspective of Scientific and Technological Development","New Media and Chinese Society","","","","10.1007/978-981-10-6710-5_1","Manli ChengXiaohang Zhao","2017","http://link.springer.com/chapter/10.1007/978-981-10-6710-5_1","Chapter"
"Relevanzzuschreibung und Nachrichtenauswahl des Publikums im Internet","Publizistik","","60","2","10.1007/s11616-015-0230-z","Dr. Ines EngelmannDr. Manuel Wendelin","2015","http://link.springer.com/article/10.1007/s11616-015-0230-z","Article"
"Dynamic Template Based Online Event Detection","Neural Information Processing","","","","10.1007/978-3-642-24965-5_18","Dandan WangQingcai ChenXiaolong WangJiacai Weng","2011","http://link.springer.com/chapter/10.1007/978-3-642-24965-5_18","Chapter"
"Predicting Stock Market Trends by Recurrent Deep Neural Networks","PRICAI 2014: Trends in Artificial Intelligence","","","","10.1007/978-3-319-13560-1_60","Akira YoshiharaKazuki FujikawaKazuhiro SekiKuniaki Uehara","2014","http://link.springer.com/chapter/10.1007/978-3-319-13560-1_60","Chapter"
"A Method for Weighting Multi-valued Features in Content-Based Filtering","Trends in Applied Intelligent Systems","","","","10.1007/978-3-642-13033-5_42","Manuel J. BarrancoLuis Martínez","2010","http://link.springer.com/chapter/10.1007/978-3-642-13033-5_42","Chapter"
"An Analysis of Topical Proximity in the Twitter Social Graph","Social Informatics","","","","10.1007/978-3-642-35386-4_18","Markus SchaalJohn O’DonovanBarry Smyth","2012","http://link.springer.com/chapter/10.1007/978-3-642-35386-4_18","Chapter"
"Smart Tourism System in Calabria","Data Science and Social Research II","","","","10.1007/978-3-030-51222-4_11","Annarita De MaioDaniele FeroneElisabetta FersiniEnza MessinaFrancesco SantoroAntonio Violi","2021","http://link.springer.com/chapter/10.1007/978-3-030-51222-4_11","Chapter"
"Accurate and Efficient Search Prediction Using Fuzzy Matching and Outcome Feedback","Similarity Search and Applications","","","","10.1007/978-3-642-41062-8_23","Christopher Shaun WagnerSahra SedighAli R. Hurson","2013","http://link.springer.com/chapter/10.1007/978-3-642-41062-8_23","Chapter"
"A study on semantic web design for global national R&D status analysis","Cluster Computing","","17","3","10.1007/s10586-013-0299-y","Lee Nam KwonKi Seok ChoiJae Soo KimSung Jin JhunYoung-Kuk Kim","2014","http://link.springer.com/article/10.1007/s10586-013-0299-y","Article"
"EaaS: Evaluation-as-a-Service and Experiences from the VISCERAL Project","Information Retrieval Evaluation in a Changing World","","","","10.1007/978-3-030-22948-1_6","Henning MüllerAllan Hanbury","2019","http://link.springer.com/chapter/10.1007/978-3-030-22948-1_6","Chapter"
"On the Effectiveness of Punishments in a Repeated Epidemic Dissemination Game","Stabilization, Safety, and Security of Distributed Systems","","","","10.1007/978-3-319-03089-0_15","Xavier VilaçaLuís Rodrigues","2013","http://link.springer.com/chapter/10.1007/978-3-319-03089-0_15","Chapter"
"A Review of Personal Profile Features in Personalized Learning Systems","Advances in Human Factors in Training, Education, and Learning Sciences","","","","10.1007/978-3-319-60018-5_5","Jean-Francois LapointeIrina KondratovaHeather MolyneauxKamran ShaikhNorman G. Vinson","2018","http://link.springer.com/chapter/10.1007/978-3-319-60018-5_5","Chapter"
"Utilizing Microblogs for Web Page Relevant Term Acquisition","SOFSEM 2013: Theory and Practice of Computer Science","","","","10.1007/978-3-642-35843-2_39","Tomáš UherčíkMarián ŠimkoMária Bieliková","2013","http://link.springer.com/chapter/10.1007/978-3-642-35843-2_39","Chapter"
"A planetary nervous system for social mining and collective awareness","The European Physical Journal Special Topics","","214","1","10.1140/epjst/e2012-01688-9","F. GiannottiD. PedreschiA. PentlandP. LukowiczD. KossmannJ. CrowleyD. Helbing","2012","http://link.springer.com/article/10.1140/epjst/e2012-01688-9","Article"
"Property-Based Interest Propagation in Ontology-Based User Model","User Modeling, Adaptation, and Personalization","","","","10.1007/978-3-642-31454-4_4","Federica CenaSilvia LikavecFrancesco Osborne","2012","http://link.springer.com/chapter/10.1007/978-3-642-31454-4_4","Chapter"
"Exploiting rich user information for one-class collaborative filtering","Knowledge and Information Systems","","38","2","10.1007/s10115-012-0583-9","Yanen LiChengXiang ZhaiYe Chen","2014","http://link.springer.com/article/10.1007/s10115-012-0583-9","Article"
"Processing Using Spark—A Potent of BD Technology","Big Data Processing Using Spark in Cloud","","","","10.1007/978-981-13-0550-4_9","M. Venkatesh SaravanakumarSabibullah Mohamed Hanifa","2019","http://link.springer.com/chapter/10.1007/978-981-13-0550-4_9","Chapter"
"Multimodal Wearable Intelligence for Dementia Care in Healthcare 4.0: a Survey","Information Systems Frontiers","","","","10.1007/s10796-021-10163-3","Po YangGaoshan BiJun QiXulong WangYun YangLida Xu","2021","http://link.springer.com/article/10.1007/s10796-021-10163-3","Article"
"Proposing Ties in a Dense Hypergraph of Academics","Social Informatics","","","","10.1007/978-3-319-27433-1_15","Aaron GerowBowen LouEamon DuedeJames Evans","2015","http://link.springer.com/chapter/10.1007/978-3-319-27433-1_15","Chapter"
"Encoding Endogenous Semantics","Semantics in Adaptive and Personalised Systems","","","","10.1007/978-3-030-05618-6_3","Pasquale LopsCataldo MustoFedelucio NarducciGiovanni Semeraro","2019","http://link.springer.com/chapter/10.1007/978-3-030-05618-6_3","Chapter"
"HTwitt: a hadoop-based platform for analysis and visualization of streaming Twitter data","Neural Computing and Applications","","","","10.1007/s00521-021-06046-y","Umit Demirbaga","2021","http://link.springer.com/article/10.1007/s00521-021-06046-y","Article"
"Personalized Semantic Search Using ODP: A Study Case in Academic Domain","Computational Science and Its Applications – ICCSA 2013","","","","10.1007/978-3-642-39640-3_44","Trong Hai DuongMohammed Nazim UddinCuong Duc Nguyen","2013","http://link.springer.com/chapter/10.1007/978-3-642-39640-3_44","Chapter"
"The Princeton Web Transparency and Accountability Project","Transparent Data Mining for Big and Small Data","","","","10.1007/978-3-319-54024-5_3","Arvind NarayananDillon Reisman","2017","http://link.springer.com/chapter/10.1007/978-3-319-54024-5_3","Chapter"
"Facet-Based User Modeling in Social Media for Personalized Ranking","Advances in Information Retrieval","","","","10.1007/978-3-319-06028-6_39","Chen ChenWu DongxingHou ChunyanYuan Xiaojie","2014","http://link.springer.com/chapter/10.1007/978-3-319-06028-6_39","Chapter"
"Adoption of Best Practices in Drafting Patents for Innovative Models of Modern Artificial Intelligence Solutions","Proceedings of the Future Technologies Conference (FTC) 2021, Volume 2","","","","10.1007/978-3-030-89880-9_3","Mohammed Saeed JawadMohammed KhalilHairulnizam Bin MahdinMohammed Hlayel","2022","http://link.springer.com/chapter/10.1007/978-3-030-89880-9_3","Chapter"
"A Parametric Study to Construct Time-Aware Social Profiles","Trends in Social Network Analysis","","","","10.1007/978-3-319-53420-6_2","Sirinya On-atArnaud QuirinAndré PéninouNadine Baptiste-JesselMarie-Françoise CanutFlorence Sèdes","2017","http://link.springer.com/chapter/10.1007/978-3-319-53420-6_2","Chapter"
"Rating Prediction by Combining User Interest and Friendly Relationship","Emerging Technologies in Computer Engineering: Microservices in Big Data Analytics","","","","10.1007/978-981-13-8300-7_14","H. P. AmbulgekarManesh B. Kokare","2019","http://link.springer.com/chapter/10.1007/978-981-13-8300-7_14","Chapter"
"Review on R&D task integrated management of intelligent manufacturing equipment","Neural Computing and Applications","","","","10.1007/s00521-022-07023-9","Teng RenTianyu LuoShuxuan LiLining XingShang Xiang","2022","http://link.springer.com/article/10.1007/s00521-022-07023-9","Article"
"Nobody Cares if You Liked Star Wars: KNN Graph Construction on the Cheap","Euro-Par 2018: Parallel Processing","","","","10.1007/978-3-319-96983-1_30","Anne-Marie KermarrecOlivier RuasFrançois Taïani","2018","http://link.springer.com/chapter/10.1007/978-3-319-96983-1_30","Chapter"
"Privacy-Preserved Prediction for Mobile Application Adoption","Cloud Computing and Security","","","","10.1007/978-3-030-00012-7_17","Changxu WangJing Chu","2018","http://link.springer.com/chapter/10.1007/978-3-030-00012-7_17","Chapter"
"Applications of Knowledge Representation Learning","MDATA: A New Knowledge Representation Model","","","","10.1007/978-3-030-71590-8_10","Chenchen LiAiping LiYe WangHongkui Tu","2021","http://link.springer.com/chapter/10.1007/978-3-030-71590-8_10","Chapter"
"Towards Automated Navigation over Multilingual Content","Semantic Hyper/Multimedia Adaptation","","","","10.1007/978-3-642-28977-4_7","Petr ŠalounZdenek VelartJan Nekula","2013","http://link.springer.com/chapter/10.1007/978-3-642-28977-4_7","Chapter"
"Understanding the mechanism of social tie in the propagation process of social network with communication channel","Frontiers of Computer Science","","13","6","10.1007/s11704-018-7453-x","Kai LiGuangyi LvZhefeng WangQi LiuEnhong ChenLisheng Qiao","2019","http://link.springer.com/article/10.1007/s11704-018-7453-x","Article"
"Neural CTR Prediction for Native Ad","Chinese Computational Linguistics","","","","10.1007/978-3-030-32381-3_48","Mingxiao AnFangzhao WuHeyuan WangTao DiJianqiang HuangXing Xie","2019","http://link.springer.com/chapter/10.1007/978-3-030-32381-3_48","Chapter"
"Network and Parallel Computing","International Journal of Parallel Programming","","44","1","10.1007/s10766-014-0345-2","Ching-Hsien HsuValentina Salapura","2016","http://link.springer.com/article/10.1007/s10766-014-0345-2","Article"
"Recursive RNN Based Shift Representation Learning for Dynamic User-Item Interaction Prediction","Advanced Data Mining and Applications","","","","10.1007/978-3-030-65390-3_30","Chengyu YinSenzhang WangJinlong DuMeiyue Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-65390-3_30","Chapter"
"Prediction of purchase behaviors across heterogeneous social networks","The Journal of Supercomputing","","71","9","10.1007/s11227-015-1495-8","Yuanzhuo WangJingyuan LiQiang LiuYan Ren","2015","http://link.springer.com/article/10.1007/s11227-015-1495-8","Article"
"Time-Aware Egocentric Network-Based User Profiling","Encyclopedia of Social Network Analysis and Mining","","","","10.1007/978-1-4939-7131-2_110149","Sirinya On-AtMarie-Françoise CanutAndré PéninouFlorence Sèdes","2018","http://link.springer.com/referenceworkentry/10.1007/978-1-4939-7131-2_110149","ReferenceWorkEntry"
"Web page importance ranking","Advances in Data Analysis and Classification","","5","2","10.1007/s11634-011-0088-5","Wolfgang Gaul","2011","http://link.springer.com/article/10.1007/s11634-011-0088-5","Article"
"Time-Aware Egocentric Network-Based User Profiling","Encyclopedia of Social Network Analysis and Mining","","","","10.1007/978-1-4614-7163-9_110149-1","Sirinya On-AtMarie-Françoise CanutAndré PéninouFlorence Sèdes","2017","http://link.springer.com/referenceworkentry/10.1007/978-1-4614-7163-9_110149-1","ReferenceWorkEntry"
"FStream: A Decentralized and Social Music Streamer","Networked Systems","","","","10.1007/978-3-642-40148-0_19","Antoine BoutetKonstantinos KloudasAnne-Marie Kermarrec","2013","http://link.springer.com/chapter/10.1007/978-3-642-40148-0_19","Chapter"
"A semantic transfer approach to keyword suggestion for search engine advertising","Electronic Commerce Research","","","","10.1007/s10660-021-09496-7","Jin ZhangJilong ZhangGuoqing Chen","2021","http://link.springer.com/article/10.1007/s10660-021-09496-7","Article"
"Defining Semantic Meta-hashtags for Twitter Classification","Adaptive and Natural Computing Algorithms","","","","10.1007/978-3-642-37213-1_24","Joana CostaCatarina SilvaMário AntunesBernardete Ribeiro","2013","http://link.springer.com/chapter/10.1007/978-3-642-37213-1_24","Chapter"
"Document Search","Text Mining with MATLAB®","","","","10.1007/978-3-030-87695-1_12","Rafael E. Banchs","2021","http://link.springer.com/chapter/10.1007/978-3-030-87695-1_12","Chapter"
"To Stick or to Switch: Understanding Social Reading Apps Continuance by Evidence Collected from Chinese College Students","New Media and Chinese Society","","","","10.1007/978-981-10-6710-5_13","Wu LiXingxing WuAnhui Wang","2017","http://link.springer.com/chapter/10.1007/978-981-10-6710-5_13","Chapter"
"Mediation = Information Revelation + Analogical Reasoning","Knowledge Representation for Agents and Multi-Agent Systems","","","","10.1007/978-3-642-05301-6_10","Simeon SimoffCarles SierraRamon López de Màntaras","2009","http://link.springer.com/chapter/10.1007/978-3-642-05301-6_10","Chapter"
"Big Data Analysis in Click Prediction","Advanced Manufacturing and Automation VII","","","","10.1007/978-981-10-5768-7_66","Lapo ChiriciKesheng Wang","2018","http://link.springer.com/chapter/10.1007/978-981-10-5768-7_66","Chapter"
"An Introduction to Machine Learning and Artificial Intelligence (AI)","The Application of Artificial Intelligence","","","","10.1007/978-3-030-60032-7_1","Zoltán Somogyi","2021","http://link.springer.com/chapter/10.1007/978-3-030-60032-7_1","Chapter"
"National Electronic Health Record Systems and Consent to Processing of Health Data in the European Union and Australia","Legal Tech and the New Sharing Economy","","","","10.1007/978-981-15-1350-3_6","Danuta Mendelson","2020","http://link.springer.com/chapter/10.1007/978-981-15-1350-3_6","Chapter"
"Right to be Forgotten: A New Privacy Right in the Era of Internet","New Technology, Big Data and the Law","","","","10.1007/978-981-10-5038-1_5","Yuriko Haga","2017","http://link.springer.com/chapter/10.1007/978-981-10-5038-1_5","Chapter"
"Folk Theories and User Strategies on Dating Apps","Information for a Better World: Shaping the Global Future","","","","10.1007/978-3-030-96957-8_37","Karim NaderMin Kyung Lee","2022","http://link.springer.com/chapter/10.1007/978-3-030-96957-8_37","Chapter"
"Designing and connectivity checking of implicit social networks from the user-item rating data","Multimedia Tools and Applications","","80","17","10.1007/s11042-021-10876-2","Suman Banerjee","2021","http://link.springer.com/article/10.1007/s11042-021-10876-2","Article"
"Web user profiles with time-decay and prototyping","Applied Intelligence","","41","4","10.1007/s10489-014-0570-9","Domen KoširIgor KononenkoZoran Bosnić","2014","http://link.springer.com/article/10.1007/s10489-014-0570-9","Article"
"GFEN: Graph Feature Extract Network for Click-Through Rate Prediction","Neural Information Processing","","","","10.1007/978-3-030-63836-8_37","Mei YuChengchang ZhenRuiguo YuXuewei LiTianyi XuMankun ZhaoHongwei LiuJian YuXuyuan Dong","2020","http://link.springer.com/chapter/10.1007/978-3-030-63836-8_37","Chapter"
"Interpretable entity meta-alignment in knowledge graphs using penalized regression: a case study in the biomedical domain","Progress in Artificial Intelligence","","11","1","10.1007/s13748-021-00263-1","Jorge Martinez-GilRiad MokademFranck MorvanJosef KüngAbdelkader Hameurlain","2022","http://link.springer.com/article/10.1007/s13748-021-00263-1","Article"
"Learning to detect subway arrivals for passengers on a train","Frontiers of Computer Science","","8","2","10.1007/s11704-014-3258-8","Kuifei YuHengshu ZhuHuanhuan CaoBaoxian ZhangEnhong ChenJilei TianJinghai Rao","2014","http://link.springer.com/article/10.1007/s11704-014-3258-8","Article"
"Short text keyphrase extraction with hypergraphs","Progress in Artificial Intelligence","","3","2","10.1007/s13748-014-0058-1","Abdelghani BellaachiaMohammed Al-Dhelaan","2015","http://link.springer.com/article/10.1007/s13748-014-0058-1","Article"
"A Survey of High Utility Pattern Mining Algorithms for Big Data","High-Utility Pattern Mining","","","","10.1007/978-3-030-04921-8_3","Morteza ZihayatMehdi KargarJaroslaw Szlichta","2019","http://link.springer.com/chapter/10.1007/978-3-030-04921-8_3","Chapter"
"A Topic Detection and Visualisation System on Social Media Posts","Internet Science","","","","10.1007/978-3-319-70284-1_33","Stelios AndreadisIlias GialampoukidisStefanos VrochidisIoannis Kompatsiaris","2017","http://link.springer.com/chapter/10.1007/978-3-319-70284-1_33","Chapter"
"Discovering Links between Political Debates and Media","Web Engineering","","","","10.1007/978-3-642-39200-9_30","Damir JuricLaura HollinkGeert-Jan Houben","2013","http://link.springer.com/chapter/10.1007/978-3-642-39200-9_30","Chapter"
"APN-Nutzungsanteil, politische Einstellungen und Polarisierung","Algorithmisch personalisierte Nachrichtenkanäle","","","","10.1007/978-3-658-24062-2_5","Wolfgang SchweigerPatrick WeberFabian ProchazkaLara Brückner","2019","http://link.springer.com/chapter/10.1007/978-3-658-24062-2_5","Chapter"
"Task-oriented keyphrase extraction from social media","Multimedia Tools and Applications","","77","3","10.1007/s11042-017-5041-y","Min YangYuzhi LiangWei ZhaoWei XuJia ZhuQiang Qu","2018","http://link.springer.com/article/10.1007/s11042-017-5041-y","Article"
"My Personal User Interface: A Semantic User-Centric Approach to Manage and Share User Information","Human Interface and the Management of Information. Interacting with Information","","","","10.1007/978-3-642-21793-7_66","Till PlumbaumKatja SchulzMartin KurzeSahin Albayrak","2011","http://link.springer.com/chapter/10.1007/978-3-642-21793-7_66","Chapter"
"Modeling Contextual Changes in User Behaviour in Fashion e-Commerce","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-319-57529-2_42","Ashay TamhaneSagar AroraDeepak Warrier","2017","http://link.springer.com/chapter/10.1007/978-3-319-57529-2_42","Chapter"
